Date,Time,Type,Wind,Pressure,Latitude(°N),Longitude(°E),Humidity(%),Temperature(°C),Visibility(km),Precipitation(mm),SST(°C),Storm Surge(m),Wave Height(m),Air Density(kg/m³)
15-Sep,6:00,Severe Cyclonic Storm,63,990,8.3,78.0,87,7,1,33,13,1.2,1.7,1.225
16-Sep,0:00,Very Severe Cyclonic Storm,194,943,10.2,74.6,93,12,7,1,24,1.4,0.2,1.225
16-Sep,18:00,Severe Cyclonic Storm,51,974,16.8,81.9,77,7,2,54,18,0.2,1.2,1.225
16-Sep,18:00,Severe Cyclonic Storm,120,939,15.4,80.8,99,23,14,13,19,1.4,1.5,1.225
16-Sep,6:00,Extremely Severe Cyclonic Storm,99,992,15.8,73.1,92,12,9,32,25,0.6,0.9,1.225
17-Sep,0:00,Cyclonic Storm,73,987,12.6,78.4,95,15,7,78,22,1.0,0.5,1.225
17-Sep,0:00,Very Severe Cyclonic Storm,176,976,19.5,77.4,79,14,13,97,20,1.0,0.3,1.225
17-Sep,6:00,Severe Cyclonic Storm,41,982,9.3,82.5,84,27,13,11,15,1.2,1.9,1.225
17-Sep,18:00,Low Pressure Area,49,979,13.6,84.1,87,20,5,33,21,1.0,1.2,1.225
18-Sep,12:00,Extremely Severe Cyclonic Storm,47,939,15.3,84.6,98,18,10,16,27,1.4,0.3,1.225
18-Sep,18:00,Cyclonic Storm,52,990,15.2,79.4,92,10,4,30,19,1.1,1.9,1.225
18-Sep,6:00,Extremely Severe Cyclonic Storm,144,953,11.0,82.1,91,24,7,64,26,1.4,2.0,1.225
18-Sep,0:00,Extremely Severe Cyclonic Storm,184,966,16.9,81.8,95,16,11,65,19,1.2,1.1,1.225
19-Sep,18:00,Depression,145,972,12.2,82.7,87,12,11,66,23,0.1,1.8,1.225
19-Sep,6:00,Severe Cyclonic Storm,209,993,8.6,76.6,95,21,5,1,26,0.8,0.5,1.225
19-Sep,0:00,Severe Cyclonic Storm,127,1004,15.6,76.6,85,26,1,75,27,0.7,0.1,1.225
19-Sep,0:00,Disturbance,189,972,9.5,73.5,77,16,1,67,18,1.1,1.7,1.225
20-Sep,12:00,Extremely Severe Cyclonic Storm,214,943,15.9,83.9,76,16,2,53,17,1.2,1.6,1.225
20-Sep,6:00,Low Pressure Area,196,999,11.5,74.3,99,9,3,34,12,1.1,1.8,1.225
20-Sep,18:00,Severe Cyclonic Storm,61,992,16.9,77.9,93,21,2,77,15,0.6,0.7,1.225
20-Sep,0:00,Cyclonic Storm,59,936,14.9,84.4,83,21,3,68,18,1.4,0.3,1.225
21-Sep,12:00,Depression,86,981,17.6,75.3,82,15,13,88,12,0.8,1.8,1.225
21-Sep,18:00,Disturbance,141,946,18.2,82.8,78,7,0,44,11,1.2,0.7,1.225
21-Sep,6:00,Depression,108,956,16.3,75.7,94,10,14,20,19,0.3,1.2,1.225
21-Sep,18:00,Very Severe Cyclonic Storm,87,1002,15.4,81.0,75,24,3,86,13,1.0,1.9,1.225
22-Sep,6:00,Extremely Severe Cyclonic Storm,55,991,14.2,78.0,95,16,8,15,18,0.7,0.6,1.225
22-Sep,6:00,Very Severe Cyclonic Storm,155,973,14.7,78.4,87,17,5,62,18,1.4,1.0,1.225
22-Sep,0:00,Severe Cyclonic Storm,36,957,13.6,78.7,97,7,0,53,11,1.4,1.6,1.225
22-Sep,0:00,Extremely Severe Cyclonic Storm,112,957,10.4,73.2,92,16,14,55,23,0.5,1.7,1.225
23-Sep,6:00,Severe Cyclonic Storm,38,939,10.2,75.2,75,14,12,38,18,0.7,1.3,1.225
23-Sep,12:00,Depression,204,993,15.7,78.0,79,8,12,8,13,0.8,0.5,1.225
23-Sep,12:00,Depression,74,961,8.5,83.7,79,4,0,35,12,1.1,0.6,1.225
23-Sep,18:00,Very Severe Cyclonic Storm,204,966,19.1,82.3,95,4,10,11,25,0.8,1.9,1.225
24-Sep,18:00,Cyclonic Storm,115,955,11.1,82.4,76,15,8,75,11,0.4,0.7,1.225
24-Sep,6:00,Low Pressure Area,113,980,12.8,80.3,86,24,14,14,16,1.1,0.5,1.225
24-Sep,12:00,Cyclonic Storm,175,974,15.2,75.1,75,8,6,51,12,1.0,1.6,1.225
24-Sep,18:00,Low Pressure Area,61,972,14.0,73.2,97,9,11,65,10,0.2,0.9,1.225
25-Sep,0:00,Very Severe Cyclonic Storm,195,978,14.6,73.1,91,24,12,56,21,0.6,1.7,1.225
25-Sep,0:00,Disturbance,55,968,18.4,83.6,80,11,12,61,22,0.9,0.2,1.225
25-Sep,18:00,Very Severe Cyclonic Storm,119,1002,9.7,84.0,80,15,10,4,14,0.9,1.9,1.225
25-Sep,6:00,Severe Cyclonic Storm,119,937,14.0,79.8,94,12,4,45,11,1.3,1.2,1.225
26-Sep,18:00,Severe Cyclonic Storm,37,995,18.3,84.0,92,25,6,8,10,1.3,1.0,1.225
26-Sep,12:00,Severe Cyclonic Storm,118,997,18.3,82.9,99,18,13,14,15,1.3,0.6,1.225
26-Sep,12:00,Depression,46,992,9.8,79.3,90,17,2,59,16,1.2,1.7,1.225
26-Sep,0:00,Depression,191,991,19.2,79.5,92,21,4,72,12,1.1,1.6,1.225
27-Sep,12:00,Severe Cyclonic Storm,59,980,9.9,84.1,96,23,10,8,20,1.4,1.8,1.225
27-Sep,0:00,Extremely Severe Cyclonic Storm,200,947,12.9,83.1,82,14,9,4,25,0.6,1.8,1.225
27-Sep,6:00,Extremely Severe Cyclonic Storm,125,975,19.5,81.5,95,9,1,47,15,0.1,0.1,1.225
27-Sep,18:00,Cyclonic Storm,66,965,9.4,78.7,81,6,3,63,23,1.4,0.2,1.225
28-Sep,12:00,Extremely Severe Cyclonic Storm,60,1000,10.3,75.2,88,10,9,49,20,0.8,0.5,1.225
28-Sep,0:00,Very Severe Cyclonic Storm,109,996,18.2,75.6,82,4,7,54,24,0.3,1.6,1.225
28-Sep,6:00,Low Pressure Area,59,986,12.5,80.4,86,23,9,6,21,0.7,1.2,1.225
28-Sep,12:00,Severe Cyclonic Storm,169,975,17.5,74.0,84,23,14,47,14,1.1,0.5,1.225
29-Sep,18:00,Severe Cyclonic Storm,194,943,13.7,82.3,84,17,9,37,22,0.4,0.2,1.225
29-Sep,0:00,Depression,175,950,12.9,83.1,83,17,1,14,12,1.1,1.3,1.225
29-Sep,18:00,Severe Cyclonic Storm,214,965,16.2,82.5,89,9,3,50,16,1.2,1.9,1.225
29-Sep,6:00,Cyclonic Storm,205,1001,10.9,75.8,90,10,6,16,25,0.4,1.8,1.225
30-Sep,12:00,Depression,99,975,8.3,75.1,90,24,7,35,13,1.5,1.3,1.225
30-Sep,12:00,Extremely Severe Cyclonic Storm,67,960,9.6,76.5,95,26,6,48,12,1.5,0.1,1.225
30-Sep,18:00,Cyclonic Storm,114,984,16.3,83.1,90,24,13,15,11,1.1,0.2,1.225
30-Sep,0:00,Disturbance,136,997,17.5,83.5,75,13,12,41,22,1.4,0.3,1.225
01-Oct,12:00,Low Pressure Area,39,1004,9.9,76.8,88,20,14,59,16,0.8,1.2,1.225
01-Oct,6:00,Disturbance,156,980,10.0,73.3,94,19,3,98,18,0.2,1.7,1.225
01-Oct,0:00,Extremely Severe Cyclonic Storm,197,976,13.9,82.7,77,8,0,83,22,0.5,1.4,1.225
01-Oct,6:00,Extremely Severe Cyclonic Storm,172,999,14.7,80.8,96,21,4,95,14,0.1,0.2,1.225
02-Oct,0:00,Severe Cyclonic Storm,71,974,10.4,79.8,79,25,11,2,13,0.9,2.0,1.225
02-Oct,12:00,Depression,58,1002,14.2,83.3,93,23,14,98,14,0.9,0.2,1.225
02-Oct,18:00,Disturbance,112,958,15.2,73.8,84,26,3,61,10,0.3,0.3,1.225
02-Oct,0:00,Severe Cyclonic Storm,161,956,10.3,81.7,76,8,0,72,20,1.1,0.3,1.225
03-Oct,6:00,Extremely Severe Cyclonic Storm,130,993,8.4,74.9,89,20,13,85,12,0.2,1.7,1.225
03-Oct,0:00,Disturbance,77,960,17.6,76.6,77,18,1,93,24,0.2,2.0,1.225
03-Oct,6:00,Cyclonic Storm,133,977,19.1,79.3,87,5,5,88,16,0.2,1.7,1.225
03-Oct,12:00,Very Severe Cyclonic Storm,120,985,10.5,76.9,85,27,0,97,19,0.2,0.6,1.225
04-Oct,12:00,Disturbance,160,994,17.9,79.0,95,7,6,54,22,0.5,0.8,1.225
04-Oct,12:00,Extremely Severe Cyclonic Storm,168,988,10.9,75.3,75,26,2,8,26,0.4,0.3,1.225
04-Oct,12:00,Low Pressure Area,80,969,15.0,80.4,79,10,7,26,19,1.4,1.8,1.225
04-Oct,0:00,Very Severe Cyclonic Storm,182,992,11.3,76.8,78,20,5,39,27,0.4,0.7,1.225
05-Oct,6:00,Extremely Severe Cyclonic Storm,115,1003,12.4,79.6,96,14,10,6,15,0.3,1.6,1.225
05-Oct,0:00,Severe Cyclonic Storm,187,936,11.3,77.5,94,10,12,4,18,0.3,0.3,1.225
05-Oct,18:00,Cyclonic Storm,75,981,17.7,74.5,88,5,11,2,24,0.2,1.9,1.225
05-Oct,18:00,Severe Cyclonic Storm,158,986,14.8,81.5,79,14,10,81,23,0.7,1.1,1.225
06-Oct,0:00,Depression,149,1003,18.8,78.2,88,26,5,31,23,0.4,0.9,1.225
06-Oct,0:00,Very Severe Cyclonic Storm,106,949,17.8,74.2,81,26,6,54,18,0.3,0.4,1.225
06-Oct,12:00,Very Severe Cyclonic Storm,171,947,14.1,84.1,84,25,2,2,23,1.1,0.3,1.225
06-Oct,18:00,Severe Cyclonic Storm,143,938,15.1,79.9,90,9,8,64,21,0.8,0.1,1.225
07-Oct,18:00,Cyclonic Storm,74,974,12.1,79.6,76,17,5,47,23,1.4,0.7,1.225
07-Oct,18:00,Depression,95,968,17.7,81.6,91,14,4,36,25,0.9,1.1,1.225
07-Oct,12:00,Disturbance,151,983,14.2,77.7,99,26,11,81,23,0.5,1.5,1.225
07-Oct,12:00,Cyclonic Storm,105,940,12.2,78.4,81,4,14,68,11,1.3,0.5,1.225
08-Oct,12:00,Depression,43,959,13.8,83.4,81,4,3,59,16,1.3,0.7,1.225
08-Oct,18:00,Severe Cyclonic Storm,97,943,17.5,78.4,88,10,10,79,24,0.3,1.8,1.225
08-Oct,18:00,Cyclonic Storm,104,938,14.7,78.8,76,7,8,93,23,1.2,0.8,1.225
08-Oct,12:00,Extremely Severe Cyclonic Storm,195,1000,9.1,74.6,88,25,0,67,27,1.2,0.9,1.225
09-Oct,12:00,Very Severe Cyclonic Storm,37,999,13.9,78.4,92,16,7,23,19,1.5,1.3,1.225
09-Oct,6:00,Cyclonic Storm,118,952,13.2,79.1,79,4,9,4,27,1.3,1.6,1.225
09-Oct,0:00,Low Pressure Area,46,961,12.8,82.5,88,13,4,88,27,1.2,2.0,1.225
09-Oct,18:00,Low Pressure Area,206,997,14.5,77.6,86,15,14,66,14,1.0,1.7,1.225
10-Oct,6:00,Extremely Severe Cyclonic Storm,156,967,16.9,82.2,89,18,1,20,22,0.1,0.2,1.225
10-Oct,0:00,Severe Cyclonic Storm,148,968,9.2,78.7,86,24,3,25,15,1.5,1.7,1.225
10-Oct,18:00,Cyclonic Storm,160,1000,12.4,81.2,93,25,11,70,22,0.8,1.5,1.225
10-Oct,12:00,Cyclonic Storm,97,966,8.1,81.3,86,27,9,52,25,1.4,0.8,1.225
11-Oct,18:00,Disturbance,109,986,19.8,78.8,90,20,10,88,25,1.2,0.7,1.225
11-Oct,18:00,Severe Cyclonic Storm,61,957,8.9,83.1,85,20,13,91,26,1.0,1.9,1.225
11-Oct,0:00,Cyclonic Storm,154,963,10.8,73.3,85,4,0,94,18,1.4,1.5,1.225
11-Oct,18:00,Severe Cyclonic Storm,49,1001,18.6,83.2,85,6,0,35,17,1.1,0.9,1.225
12-Oct,18:00,Very Severe Cyclonic Storm,113,949,16.9,77.8,84,27,13,95,17,0.3,0.7,1.225
12-Oct,0:00,Cyclonic Storm,59,937,11.8,74.1,90,13,7,2,14,0.4,1.3,1.225
12-Oct,12:00,Cyclonic Storm,125,977,9.1,82.3,78,25,1,87,15,0.1,0.8,1.225
12-Oct,6:00,Extremely Severe Cyclonic Storm,199,958,15.8,79.1,92,16,0,54,18,1.0,0.4,1.225
13-Oct,6:00,Depression,146,993,14.6,74.1,86,6,4,63,10,0.7,0.1,1.225
13-Oct,12:00,Extremely Severe Cyclonic Storm,141,937,18.9,80.9,98,16,13,68,18,0.2,1.4,1.225
13-Oct,0:00,Low Pressure Area,69,993,16.3,80.5,75,21,0,56,13,0.7,1.2,1.225
13-Oct,18:00,Depression,40,956,9.2,75.1,99,20,2,84,12,0.7,0.8,1.225
14-Oct,0:00,Disturbance,51,974,13.2,84.1,88,18,1,2,23,0.2,0.5,1.225
14-Oct,12:00,Cyclonic Storm,104,966,17.1,74.3,89,25,9,8,16,1.0,0.2,1.225
14-Oct,6:00,Depression,78,992,14.1,77.3,91,20,12,32,26,0.6,0.2,1.225
14-Oct,0:00,Extremely Severe Cyclonic Storm,182,970,11.4,82.1,92,8,14,1,17,0.5,0.5,1.225
15-Oct,6:00,Extremely Severe Cyclonic Storm,57,986,10.9,82.5,79,20,3,7,14,1.3,0.2,1.225
15-Oct,0:00,Very Severe Cyclonic Storm,41,953,12.4,78.7,96,8,4,38,23,0.3,1.4,1.225
15-Oct,6:00,Low Pressure Area,184,991,14.9,78.8,76,7,3,25,12,0.8,0.4,1.225
15-Oct,12:00,Extremely Severe Cyclonic Storm,192,971,19.2,82.1,87,17,2,60,17,0.8,0.9,1.225
16-Oct,0:00,Disturbance,178,1002,16.9,73.6,83,17,2,97,16,0.7,1.5,1.225
16-Oct,0:00,Very Severe Cyclonic Storm,108,995,12.1,83.1,92,4,6,32,14,0.1,1.2,1.225
16-Oct,0:00,Very Severe Cyclonic Storm,177,974,11.1,79.1,91,13,13,97,25,0.7,0.3,1.225
16-Oct,12:00,Depression,203,954,10.5,76.4,95,27,11,1,14,0.9,1.9,1.225
17-Oct,0:00,Low Pressure Area,187,957,15.8,75.3,92,17,13,76,17,1.4,1.3,1.225
17-Oct,6:00,Cyclonic Storm,53,958,13.5,75.1,95,11,10,14,25,0.2,1.1,1.225
17-Oct,6:00,Low Pressure Area,42,943,10.7,75.2,77,4,2,96,14,0.2,1.2,1.225
17-Oct,18:00,Extremely Severe Cyclonic Storm,177,994,14.0,82.7,86,27,3,47,23,0.8,1.3,1.225
18-Oct,6:00,Disturbance,107,987,13.9,77.7,89,16,11,38,12,1.1,1.0,1.225
18-Oct,6:00,Extremely Severe Cyclonic Storm,176,948,19.0,81.9,99,13,11,86,10,0.3,2.0,1.225
18-Oct,6:00,Extremely Severe Cyclonic Storm,158,1004,19.6,75.1,79,8,7,40,16,0.5,1.3,1.225
18-Oct,0:00,Depression,116,992,13.2,78.8,80,4,2,28,17,0.6,1.2,1.225
19-Oct,18:00,Extremely Severe Cyclonic Storm,43,996,9.5,82.1,87,26,13,55,24,0.8,1.4,1.225
19-Oct,0:00,Very Severe Cyclonic Storm,39,1001,18.7,80.7,91,6,10,7,25,1.5,0.8,1.225
19-Oct,6:00,Depression,168,998,9.5,78.2,90,13,3,5,19,1.2,0.5,1.225
19-Oct,12:00,Disturbance,37,965,16.0,74.9,90,21,12,27,21,0.1,1.7,1.225
20-Oct,12:00,Very Severe Cyclonic Storm,191,980,10.5,75.2,77,24,12,69,20,1.1,1.9,1.225
20-Oct,18:00,Extremely Severe Cyclonic Storm,99,1001,18.7,74.3,99,11,13,81,25,0.3,1.1,1.225
20-Oct,0:00,Depression,205,999,18.2,74.4,88,24,0,4,16,1.5,0.7,1.225
20-Oct,0:00,Extremely Severe Cyclonic Storm,215,989,13.9,78.5,94,11,3,94,27,0.8,0.5,1.225
21-Oct,18:00,Depression,143,946,10.3,84.5,85,12,2,17,16,1.4,0.4,1.225
21-Oct,18:00,Cyclonic Storm,85,990,11.0,75.0,78,7,6,92,19,0.6,1.6,1.225
21-Oct,6:00,Low Pressure Area,58,971,16.0,77.9,89,13,0,81,13,1.4,1.2,1.225
21-Oct,12:00,Disturbance,165,939,12.9,84.8,93,26,14,93,26,1.1,1.1,1.225
22-Oct,0:00,Low Pressure Area,116,941,19.9,74.2,90,15,10,71,24,1.3,1.0,1.225
22-Oct,18:00,Depression,78,998,16.3,84.1,91,11,1,34,25,1.5,0.8,1.225
22-Oct,18:00,Extremely Severe Cyclonic Storm,73,949,17.0,76.6,91,9,2,57,11,1.3,1.0,1.225
22-Oct,6:00,Disturbance,94,950,17.8,83.9,94,10,1,69,27,1.5,1.6,1.225
23-Oct,0:00,Severe Cyclonic Storm,212,972,9.0,73.6,94,8,6,43,10,0.3,1.8,1.225
23-Oct,18:00,Disturbance,97,999,19.7,78.2,88,4,5,17,20,0.4,0.2,1.225
23-Oct,6:00,Disturbance,120,986,11.6,73.0,79,22,13,65,16,0.4,0.4,1.225
23-Oct,6:00,Depression,198,970,14.9,82.9,97,5,8,28,12,1.3,0.5,1.225
24-Oct,12:00,Disturbance,35,996,18.5,75.8,82,10,14,30,11,0.5,1.7,1.225
24-Oct,0:00,Extremely Severe Cyclonic Storm,219,948,16.3,77.1,78,4,1,46,13,1.5,1.9,1.225
24-Oct,6:00,Cyclonic Storm,191,981,9.0,77.1,89,5,2,84,12,0.8,0.5,1.225
24-Oct,12:00,Cyclonic Storm,152,935,10.5,77.8,99,19,6,71,16,0.5,1.0,1.225
25-Oct,18:00,Severe Cyclonic Storm,215,992,18.8,80.0,91,21,4,63,24,0.2,1.5,1.225
25-Oct,0:00,Severe Cyclonic Storm,193,989,11.8,83.7,78,13,2,36,24,0.6,1.8,1.225
25-Oct,0:00,Extremely Severe Cyclonic Storm,91,946,18.9,78.9,90,7,1,48,14,1.0,1.6,1.225
25-Oct,18:00,Severe Cyclonic Storm,61,969,11.9,76.2,80,24,6,29,19,1.0,1.9,1.225
26-Oct,0:00,Very Severe Cyclonic Storm,169,1003,9.7,82.8,97,19,5,50,16,1.5,1.0,1.225
26-Oct,12:00,Extremely Severe Cyclonic Storm,51,954,10.1,75.2,75,14,12,58,12,1.5,1.9,1.225
26-Oct,0:00,Disturbance,209,990,18.6,76.5,77,4,4,36,25,0.3,1.2,1.225
26-Oct,18:00,Cyclonic Storm,119,975,19.1,84.4,96,26,14,8,16,1.2,0.6,1.225
27-Oct,6:00,Low Pressure Area,151,997,18.6,84.6,78,7,10,75,12,1.3,1.9,1.225
27-Oct,12:00,Extremely Severe Cyclonic Storm,167,983,9.7,83.6,93,10,12,50,10,1.0,1.1,1.225
27-Oct,18:00,Disturbance,87,943,13.4,81.9,83,15,9,52,16,1.0,0.2,1.225
27-Oct,12:00,Severe Cyclonic Storm,112,989,8.1,74.5,88,26,13,77,19,0.7,1.8,1.225
28-Oct,6:00,Depression,131,954,11.0,77.7,95,16,6,65,22,0.2,1.1,1.225
28-Oct,0:00,Depression,74,990,11.3,75.9,83,22,7,10,25,0.3,1.3,1.225
28-Oct,18:00,Disturbance,180,1002,16.3,75.8,91,7,14,2,23,1.0,1.5,1.225
28-Oct,0:00,Low Pressure Area,175,1004,15.2,76.0,94,12,3,19,26,1.2,1.5,1.225
29-Oct,12:00,Extremely Severe Cyclonic Storm,219,948,19.9,74.8,91,17,14,69,20,0.3,1.7,1.225
29-Oct,18:00,Cyclonic Storm,141,946,14.1,75.9,77,20,10,91,17,1.0,1.8,1.225
29-Oct,6:00,Severe Cyclonic Storm,210,953,18.6,78.9,98,21,13,79,16,0.2,1.3,1.225
29-Oct,6:00,Cyclonic Storm,145,980,18.4,76.0,86,4,7,42,23,1.4,0.7,1.225
30-Oct,18:00,Disturbance,108,993,11.6,74.7,94,13,10,69,22,0.2,1.4,1.225
30-Oct,18:00,Low Pressure Area,42,958,18.3,82.8,98,25,8,80,23,0.7,1.1,1.225
30-Oct,12:00,Depression,72,964,10.6,75.2,90,12,9,48,21,0.3,0.6,1.225
30-Oct,6:00,Cyclonic Storm,179,969,13.6,77.1,97,15,4,48,20,0.3,1.6,1.225
31-Oct,12:00,Depression,163,966,8.1,74.7,95,10,8,58,27,0.9,0.1,1.225
31-Oct,0:00,Depression,48,948,18.4,80.1,94,9,14,90,12,0.9,0.4,1.225
31-Oct,0:00,Extremely Severe Cyclonic Storm,69,937,12.5,81.9,90,19,3,42,19,0.9,0.5,1.225
31-Oct,6:00,Disturbance,81,1000,9.5,78.5,85,14,5,21,23,0.4,0.7,1.225
01-Nov,0:00,Disturbance,168,989,14.8,79.4,96,7,10,66,13,0.5,1.6,1.225
01-Nov,18:00,Low Pressure Area,169,966,17.2,83.8,81,11,12,98,20,1.5,1.1,1.225
01-Nov,0:00,Low Pressure Area,111,943,16.8,73.4,75,10,6,34,20,0.9,1.9,1.225
01-Nov,6:00,Severe Cyclonic Storm,206,987,10.9,84.2,76,25,0,21,12,1.3,0.2,1.225
02-Nov,12:00,Low Pressure Area,88,1003,19.3,81.4,82,19,2,69,16,1.2,0.7,1.225
02-Nov,18:00,Severe Cyclonic Storm,114,944,15.7,80.1,75,18,7,89,19,1.1,1.2,1.225
02-Nov,6:00,Extremely Severe Cyclonic Storm,101,940,16.4,78.7,88,5,2,42,18,0.4,0.2,1.225
02-Nov,0:00,Severe Cyclonic Storm,133,990,17.5,78.7,84,25,8,11,25,0.8,0.6,1.225
03-Nov,0:00,Depression,76,989,19.0,83.9,77,16,7,73,11,0.4,0.7,1.225
03-Nov,6:00,Very Severe Cyclonic Storm,190,976,8.6,74.0,85,14,1,5,24,0.5,1.1,1.225
03-Nov,0:00,Depression,154,975,10.6,73.4,85,9,11,24,22,1.3,1.9,1.225
03-Nov,0:00,Severe Cyclonic Storm,197,939,8.0,74.6,75,18,4,82,14,0.8,2.0,1.225
04-Nov,6:00,Severe Cyclonic Storm,140,960,9.6,78.2,75,19,1,75,14,1.0,0.8,1.225
04-Nov,18:00,Very Severe Cyclonic Storm,46,962,14.1,80.3,84,15,2,21,14,1.4,1.2,1.225
04-Nov,18:00,Very Severe Cyclonic Storm,48,935,11.4,84.5,76,13,7,37,20,1.2,1.8,1.225
04-Nov,0:00,Depression,82,968,11.1,82.0,78,13,12,34,21,1.3,0.4,1.225
05-Nov,12:00,Severe Cyclonic Storm,131,979,12.1,76.2,75,22,10,83,23,0.1,0.6,1.225
05-Nov,0:00,Depression,105,952,19.6,82.0,77,19,8,75,25,1.0,0.9,1.225
05-Nov,6:00,Low Pressure Area,136,987,15.1,80.7,92,25,12,11,27,1.3,1.6,1.225
05-Nov,12:00,Depression,67,942,15.8,81.4,97,7,5,81,24,1.4,0.2,1.225
06-Nov,0:00,Disturbance,215,950,17.4,79.7,85,14,3,37,11,1.1,1.8,1.225
06-Nov,18:00,Disturbance,38,963,19.6,76.0,82,22,1,48,16,1.0,1.8,1.225
06-Nov,0:00,Disturbance,141,967,14.5,79.6,79,20,10,98,11,1.2,0.5,1.225
06-Nov,0:00,Very Severe Cyclonic Storm,46,968,13.7,83.8,89,21,8,88,23,0.3,1.8,1.225
07-Nov,0:00,Disturbance,61,963,15.4,78.1,86,11,10,15,26,0.6,1.6,1.225
07-Nov,18:00,Severe Cyclonic Storm,61,999,13.7,84.6,98,9,10,80,12,0.7,0.9,1.225
07-Nov,12:00,Cyclonic Storm,162,973,15.8,73.7,89,19,6,66,20,0.7,0.6,1.225
07-Nov,18:00,Severe Cyclonic Storm,114,964,17.2,80.2,98,9,12,51,18,0.3,0.5,1.225
08-Nov,6:00,Disturbance,64,995,8.5,74.6,88,5,12,65,12,0.7,1.3,1.225
08-Nov,0:00,Very Severe Cyclonic Storm,139,944,19.1,80.2,87,24,8,56,13,0.6,1.1,1.225
08-Nov,18:00,Cyclonic Storm,179,942,14.7,81.4,91,23,11,67,21,1.3,1.6,1.225
08-Nov,18:00,Low Pressure Area,187,999,19.1,80.1,99,27,3,6,12,1.3,1.3,1.225
09-Nov,18:00,Cyclonic Storm,81,1003,15.0,79.9,96,5,4,6,13,0.4,1.3,1.225
09-Nov,6:00,Cyclonic Storm,122,1000,16.7,83.4,83,7,0,65,13,0.2,0.3,1.225
09-Nov,0:00,Low Pressure Area,140,944,16.0,74.1,84,24,6,67,10,0.2,1.3,1.225
09-Nov,6:00,Severe Cyclonic Storm,160,940,16.5,74.2,77,8,13,50,18,0.3,1.4,1.225
10-Nov,0:00,Extremely Severe Cyclonic Storm,101,1002,19.5,78.5,86,12,7,36,23,1.3,0.2,1.225
10-Nov,6:00,Low Pressure Area,218,1001,18.8,76.3,79,27,7,19,11,0.3,0.5,1.225
10-Nov,6:00,Cyclonic Storm,103,983,12.7,85.0,85,5,1,77,11,0.3,2.0,1.225
10-Nov,0:00,Disturbance,184,979,13.7,78.6,86,13,9,36,18,0.5,1.0,1.225
11-Nov,12:00,Cyclonic Storm,61,942,18.0,79.2,85,11,2,37,26,0.6,0.2,1.225
11-Nov,12:00,Extremely Severe Cyclonic Storm,166,996,9.9,77.8,94,26,13,35,22,0.6,1.6,1.225
11-Nov,0:00,Low Pressure Area,197,990,14.5,80.2,99,12,4,37,20,1.3,0.9,1.225
11-Nov,18:00,Severe Cyclonic Storm,187,937,11.9,73.6,91,8,11,98,11,0.7,1.6,1.225
12-Nov,0:00,Disturbance,52,983,12.2,73.0,90,25,12,3,25,0.4,1.8,1.225
12-Nov,0:00,Severe Cyclonic Storm,75,946,13.0,75.1,76,8,4,93,27,0.9,0.8,1.225
12-Nov,12:00,Extremely Severe Cyclonic Storm,68,993,13.6,77.6,89,24,3,24,21,0.2,0.2,1.225
12-Nov,12:00,Extremely Severe Cyclonic Storm,181,948,18.1,76.8,84,24,2,27,27,0.7,1.8,1.225
13-Nov,0:00,Extremely Severe Cyclonic Storm,72,987,17.7,80.2,81,17,4,35,18,1.5,1.3,1.225
13-Nov,6:00,Cyclonic Storm,68,975,11.5,77.2,83,14,13,82,15,1.0,1.1,1.225
13-Nov,12:00,Low Pressure Area,107,1000,11.2,73.8,92,8,8,97,19,1.1,2.0,1.225
13-Nov,6:00,Severe Cyclonic Storm,129,953,16.9,78.6,91,6,10,20,19,1.5,1.3,1.225
14-Nov,0:00,Very Severe Cyclonic Storm,143,974,15.8,75.6,85,27,6,10,11,0.2,1.9,1.225
14-Nov,0:00,Very Severe Cyclonic Storm,91,967,19.1,84.7,97,17,10,27,22,0.9,1.5,1.225
14-Nov,12:00,Disturbance,55,940,10.3,75.4,97,25,1,8,17,1.0,1.5,1.225
14-Nov,6:00,Disturbance,214,990,9.7,74.4,95,19,5,18,15,1.2,1.0,1.225
15-Nov,18:00,Disturbance,45,958,13.1,77.5,81,13,10,59,24,0.7,1.8,1.225
15-Nov,12:00,Depression,91,969,13.1,82.2,95,22,9,97,12,1.1,0.8,1.225
15-Nov,6:00,Very Severe Cyclonic Storm,99,992,14.5,84.6,87,23,1,27,11,0.4,0.3,1.225
15-Nov,0:00,Very Severe Cyclonic Storm,209,977,18.6,73.1,80,4,10,70,26,0.3,1.6,1.225
16-Nov,18:00,Depression,201,957,16.5,82.1,93,9,6,65,15,0.8,1.1,1.225
16-Nov,6:00,Low Pressure Area,117,978,13.5,77.9,85,5,10,19,20,0.8,0.2,1.225
16-Nov,0:00,Cyclonic Storm,132,960,8.2,84.3,81,27,4,12,10,0.2,0.8,1.225
16-Nov,0:00,Severe Cyclonic Storm,163,973,18.6,80.5,89,23,10,65,17,0.3,1.8,1.225
17-Nov,18:00,Low Pressure Area,209,981,19.2,84.8,86,7,1,82,24,0.1,1.1,1.225
17-Nov,12:00,Cyclonic Storm,151,952,9.4,81.7,78,11,9,15,11,0.7,0.8,1.225
17-Nov,0:00,Very Severe Cyclonic Storm,54,980,16.2,73.8,91,27,4,90,11,1.1,0.9,1.225
17-Nov,0:00,Disturbance,100,974,15.7,84.2,86,23,5,97,19,1.0,0.2,1.225
